C0,C1,C2,C3,C4,T1,T2,T3,T5,T10,S1,S2,HS01,HS02,HS03,HS04,HS05,HS06,HS07,HS08,HS09,HS10,HS11,HS12,HS13,HS14,HS15,HS16,HS17,HS18,HS19,HS20,HS21,HS22,HS23,HS24,HS25,HS26,HS27,HS28,HS29,HS30,HR01,HR02,HR03,HR04,HR05,HR06,HR07,HR08,HR09,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,HR25,HR26,HR27,HR28,HR29,HR30,HT01,HT02,HT03,HT04,HT05,HT06,HT07,HT08,HT09,HT10,HT11,HT12,HT13,HT14,HT15,HT16,HT17,HT18,HT20,HT21,HT22,HT23,HT24,HT25,HT26,HT27,HT28,HT29,HT30,HT31,HH01,HH02,HH03,HH04,HH05,HH06,HH07,HH08,HH09,HH10,HH11,HH12,HH13,HH14,HH15,HH16,HH17,HH18,HH19,HH20,HH21,HH22,HH23,HH24,HH25,HH26,HH27,HH28,HH29,HH30,HH31,HH32,HH33,HH34,HH35,HH36,HH37,HH38,HH39,HH40,HH41,HH42,HH43,HH44,HH45,HH46,HH47,HH48,HH49,HH50,HH51,HH52,HH53,HH54,HH55,HH56,P1,P2,P3,P4,P5,P6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,DB
CZ,CZE,Czech Republic,EUROPE,Eastern Europe,2005,2000,0,2001,2000,CZE_2005_LFS,LFS,0.264930549,0.326381698,0.182927306,0.17311036,0.040244593,0.009260164,0.002090375,0.000576318,0.000322347,0.000107449,4.88E-05,0.509309004,0.213354953,0.012405494,0.089710278,0.31477719,2.481007468,0.107928717,1.954661666,0.526345802,0.350295598,0.221144329,0.305201473,0.383078234,0.370509618,0.332016393,0.375916227,0.247491689,0.176873307,0.068776197,1,0.615408973,0.776107173,0.078366947,0.011124375,0,1,0.770994494,0.19407532,0.048947014,0.005000477,0,1,0.794805992,1.119800081,0.095380923,0.014110177,0,1,0.92461658,1.886890356,0.087131993,0.012802008,0,1,0.912605113,2.552576224,0.379572922,0.058898721,0,0.264930549,0.669496161,0.040352043,0.004620314,0.001553129,0.017006271,0.001738723,0.000302811,0,1,2.911231695,4.350428612,4.374831493,6.386322715,2.189791795,2.313823575,5.218848099,NA,0.264930549,0.669496161,0.027360463,0.029997851,0.008214976,0,1,2.911231695,3.369721038,3.974174947,4.273712635,NA,0.711768257,0.288231743,0.131522298,0.36812355,0.206255295,0.227407191,0.051595072,0.011374526,0.002430454,0.000777745,0.000347208,0.000152771,1.39E-05,0.581212341,0.227420895,0.127621744,0.044384446,0.013335089,0.004247473,0.00128412,9.88E-05,0.000263409,0,0.000131705,0.131522298,0.806813605,0.030040415,0.023860117,0.007763565,0,0.581212341,0.343946528,0.021006882,0.044549076,0.009285173,0,2.754795216,1.804907652,0.598564714,0.348006218,2.156230502,1.456901435,0.313714219,0.44063077,0.814713207,0.12324102,0.861260771,0.56582628,0.06853783,0.102639267,0.010283407,0.013201086,1.194769238,0.309582412,0.961461264,1.147319022,10280122,10510748,1.2986,76.2,79.3,73,0.844,0.889,14.84366035,11.93356908,0.968,29410.2889,0.828201397,15.05877972,11.51558081,21411.27566,0.855901228,14.63803005,12.39735788,37781.30701,NATIONAL
CZ,CZE,Czech Republic,EUROPE,Eastern Europe,2010,2010,0,2006,2000,CZE_2010_LFS,LFS,0.286993506,0.349794813,0.165952827,0.152466234,0.034533248,0.007480378,0.0017929,0.000637476,0.000169329,0.000119527,5.98E-05,0.515747639,0.186999482,0.010259373,0.096677158,0.343688992,2.378689455,0.1227892,1.902721053,0.475968402,0.365322337,0.231962042,0.24400636,0.328030209,0.402334558,0.314614164,0.326762959,0.288148211,0.163027208,0.079803743,1,0.588046742,0.708090316,0.070823118,0.011729279,0,1,0.764545462,0.184076013,0.053252839,0.005989507,0,1,0.792423587,1.129721823,0.093358587,0.014156201,0,1,0.90852409,1.882397779,0.083067236,0.020379513,0,1,0.905103095,2.590451729,0.309741523,0.043436815,0,0.286993506,0.646390294,0.036953663,0.00322722,0.001523965,0.022132356,0.002370612,0.000408383,0,1,2.853343026,4.241311397,4.357371163,5.943301443,2.024245615,2.566564646,4.856141606,NA,0.286993506,0.646390294,0.035917766,0.023168254,0.00753018,0,1,2.853343026,3.063885873,3.855353025,3.994490445,NA,0.726247132,0.273752868,0.147775542,0.405264923,0.189693718,0.199726135,0.044894366,0.009291862,0.0021518,0.000782473,0.000209591,0.000125755,8.38E-05,0.632614125,0.212085472,0.107014014,0.035139448,0.008810878,0.002983211,0.000901901,0.000277508,6.94E-05,0.000104065,0,0.147775542,0.786175386,0.039570758,0.020036888,0.006441426,0,0.632614125,0.299361732,0.026848897,0.03094214,0.010233107,0,2.636631604,1.694387047,0.539972229,0.306170745,2.096659375,1.388216303,0.339046826,0.43502942,0.780999452,0.076156751,0.779659033,0.518223536,0.066557081,0.082140614,0.009416038,0.017866146,1.17769076,0.249619011,0.918968615,1.138597292,10464750,10510748,1.5091,77.6,80.6,74.4,0.87,0.889,16.01416016,12.38508034,0.975,30855.38786,0.856486746,16.5335598,12.06735039,22068.17164,0.878543736,15.5241003,12.72809982,39978.02177,NATIONAL
CZ,CZE,Czech Republic,EUROPE,Eastern Europe,2015,2010,0,2011,2010,CZE_2015_LFS,LFS,0.316068708,0.368282818,0.147869937,0.13079792,0.027262699,0.007406629,0.001628408,0.000420234,0.000157588,5.25E-05,5.25E-05,0.516152755,0.158060619,0.009717918,0.090665546,0.39018753,2.268922955,0.122921848,1.818493765,0.450429191,0.425931333,0.242471489,0.207957702,0.282768905,0.337428676,0.342809902,0.277520866,0.303727814,0.185703987,0.088533615,1,0.564282798,0.622709577,0.074161003,0.007769577,0,1,0.768168866,0.154651612,0.060185122,0.005038863,0,1,0.770131081,1.093477586,0.118097911,0.012683366,0,1,0.897732627,1.842925097,0.08886456,0.009222709,0,1,0.902825131,2.570409655,0.36383826,0.046185216,0,0.316068708,0.616221043,0.032410569,0.002626464,0.000787939,0.029679046,0.001628408,0.000577822,0,1,2.771008361,4.145780731,4.51289528,6.81482914,1.984646707,2.204332111,3.588502729,NA,0.316068708,0.616221043,0.040815255,0.02127436,0.005620634,0,1,2.771008361,2.737169301,3.870517903,3.885324785,NA,0.731504703,0.268495297,0.16596499,0.439249575,0.172834035,0.173868085,0.035526996,0.009380309,0.002215821,0.000590886,0.000221582,7.39E-05,7.39E-05,0.685703892,0.193524918,0.086395053,0.024736268,0.006911604,0.002546381,0.000181884,0,0,0,0,0.16596499,0.764015068,0.04439028,0.019868528,0.005761135,0,0.685703892,0.252273554,0.032011641,0.024736268,0.005274645,0,2.526492169,1.56718593,0.510957788,0.285521446,2.01553438,1.281664485,0.409088005,0.471820307,0.753971764,0.047482794,0.691456637,0.435410963,0.073338995,0.076400529,0.007724773,0.007891644,1.144764294,0.165721228,0.870770086,1.115943256,10523801,10510748,1.5703,78.6,81.5,75.6,0.891,0.889,16.8604393,12.67333984,0.986,33841.91996,0.882561935,17.64036942,12.46730042,25442.80096,0.895281813,16.11834908,12.89288998,42533.10875,NATIONAL
CZ,CZE,Czech Republic,EUROPE,Eastern Europe,2021,2020,1,2021,2020,CZE_2021_SILC,SILC,0.346202605,0.362798202,0.13691368,0.118935116,0.028235565,0.005186124,0.001382966,0.000345742,0,0,0,0.499711882,0.147170681,0.006914832,0.079635819,0.460758327,2.331662416,0.136426057,1.877770158,0.453892258,0.468332712,0.262014335,0.238435858,0.22690041,0.320298174,0.381294936,0.293246685,0.285928354,0.229978035,0.093565628,1,0.60082966,0.660391132,0.068037809,0.002403814,0,1,0.778263776,0.15053546,0.068522459,0.002678304,0,1,0.868046376,1.046234262,0.079230442,0.00648892,0,1,0.973200513,1.931398086,0.093848062,0.001553339,0,1,0.978319334,2.732176467,0.285484415,0.004019784,0,0.346202605,0.60124467,0.027889824,0.000691483,0,0.023279935,0.000691483,0,0,1,2.863455895,4.179121669,3.498508443,NA,2.100565675,2.212031239,NA,NA,0.346202605,0.60124467,0.045522646,0.005647113,0.001382966,0,1,2.863455895,3.352113357,2.785161097,2.841954752,NA,0.753140874,0.246859126,0.174549,0.446448887,0.167723062,0.163172436,0.039167886,0.006825939,0.001625223,0.000487567,0,0,0,0.764659271,0.158874802,0.061806656,0.011093502,0.001584786,0.00118859,0.000792393,0,0,0,0,0.174549,0.765805298,0.052169673,0.006013327,0.001462701,0,0.764659271,0.200079239,0.029318542,0.004754358,0.00118859,0,2.633258928,1.411523615,0.536285539,0.202519141,2.096973388,1.209004474,0.459707144,0.4946484,0.796809309,0.002916646,0.759280432,0.358690421,0.074644261,0.04788223,0.002524925,0.002034318,1.170042105,0.11280818,0.926931284,1.096196293,10510748,10510748,1.6986,77.7,80.9,74.7,0.889,0.889,16.21968079,12.86931038,0.989,38745.21386,0.883640143,16.7543602,12.71214962,30454.50542,0.893197721,15.71041012,13.03565979,47288.80881,NATIONAL
DE,DEU,Germany,EUROPE,Western Europe,1985,1980,0,1981,1980,DEU_1985_LFS,LFS,0.334516865,0.304062051,0.173292332,0.129818666,0.041698368,0.011011074,0.003730239,0.001236368,0.000475526,9.51E-05,6.34E-05,0.477354383,0.171517034,0.016611717,0.090106941,0.28254713,2.309964416,0.11108111,1.78635281,0.523611607,0.349916586,0.216781261,0.306830346,0.352799931,0.300861146,0.349183695,0.297138835,0.221612552,0.19798648,0.066770171,1,0.567430737,0.655927251,0.049142229,0.037464199,0,1,0.762233755,0.123117578,0.038937884,0.078512528,0,1,0.881812615,1.011245338,0.065746256,0.043645271,0,1,0.962659582,1.957272526,0.0658254,0.024647627,0,1,0.972506249,2.815723699,0.190865712,0.047716428,0,0.334516865,0.592558543,0.026143376,0.005146251,0.000274748,0.013811396,0.026280751,0.000243047,0.001025023,1,2.946614816,4.456884058,3.879406308,5.21875,2.199585635,2.152610442,3.357142857,1,0.334516865,0.592558543,0.022148956,0.017805816,0.031944797,0.001025023,1,2.946614816,3.912318221,3.389839572,2.470940683,1,0.70179076,0.29820924,0.16204102,0.36144942,0.221593396,0.17545766,0.056881122,0.014956007,0.005085948,0.001675194,0.000648949,0.000135827,7.55E-05,0.737397255,0.169965076,0.060464952,0.02324761,0.006244047,0.001799132,0.000564434,0.000211663,7.06E-05,0,3.53E-05,0.16204102,0.762696005,0.026697454,0.015740783,0.031557024,0.001267714,0.737397255,0.195117649,0.011535612,0.022647899,0.032842982,0.000458602,2.691130196,1.400756694,0.658495362,0.200491528,2.032634833,1.200265166,0.293892133,0.481147329,0.788361388,0.042749968,0.811776022,0.282725391,0.053218825,0.039322209,0.037773961,0.035959126,1.121909997,0.144062864,0.910724837,1.056202302,77638808,83408560,1.3848,74.5,77.5,71.1,NA,0.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
DE,DEU,Germany,EUROPE,Western Europe,1990,1990,0,1986,1980,DEU_1990_LFS,LFS,0.349369024,0.304726513,0.167140866,0.126630666,0.037819843,0.009958193,0.003038749,0.000745171,0.000329037,0.000174196,6.77E-05,0.471867379,0.164450509,0.014313088,0.094907676,0.26532923,2.249810271,0.119235251,1.777599244,0.472211026,0.337794595,0.23353315,0.238677876,0.368283061,0.326008341,0.303739378,0.311737837,0.246143263,0.146265949,0.075421416,1,0.545148894,0.616657536,0.040837798,0.047166044,0,1,0.737067917,0.113007332,0.034561962,0.103359598,0,1,0.867376424,0.99302705,0.059642219,0.050741926,0,1,0.943831195,1.919837267,0.057799278,0.032812677,0,1,0.943332044,2.780300837,0.159442638,0.040021927,0,0.349369024,0.568536368,0.021077691,0.005864592,0.000358069,0.012184028,0.034423025,0.000300004,0.007887199,1,2.904155534,4.277360906,3.705680508,5.477537922,2.184777402,2.135368558,3.317945658,1,0.349369024,0.568536368,0.018242171,0.015019549,0.04094569,0.007887199,1,2.904155534,3.723235994,3.268964515,2.399312672,1,0.703675882,0.296324118,0.183036023,0.361422107,0.212596355,0.171923221,0.051343085,0.013700715,0.004165571,0.001037933,0.000456691,0.000235265,8.30E-05,0.736060557,0.172974714,0.061459172,0.021291673,0.006377839,0.001256241,0.000418747,6.44E-05,3.22E-05,3.22E-05,3.22E-05,0.183036023,0.732213288,0.022114892,0.013742233,0.040244122,0.008649442,0.736060557,0.187985183,0.009212434,0.01800612,0.042615558,0.006120148,2.605940887,1.399190974,0.593188719,0.183999083,2.012752168,1.21519189,0.282346732,0.469206562,0.75226568,0.052713002,0.762848957,0.268169116,0.044146386,0.032293974,0.046679863,0.046014882,1.129765808,0.16326325,0.88298636,1.05192864,79370192,83408560,1.4378,75.4,78.4,71.9,0.829,0.942,14.56072642,10.3637846,0.945,36587.31592,0.803075269,14.35472282,9.841051266,24076.28026,0.850169235,14.76673001,11.14759009,50080.08331,NATIONAL
DE,DEU,Germany,EUROPE,Western Europe,1995,1990,0,1991,1990,DEU_1995_LFS,LFS,0.341223751,0.326688165,0.161168924,0.12598659,0.034436565,0.007492214,0.002106106,0.000580042,0.000227874,6.91E-05,2.07E-05,0.487857089,0.160423155,0.010496005,0.09011373,0.278006035,2.21423797,0.110199743,1.74006192,0.47417605,0.349304972,0.23521242,0.23896363,0.302286867,0.351069828,0.291150366,0.322853338,0.238996677,0.150168209,0.083536635,1,0.574715902,0.593598923,0.031646367,0.014276779,0,1,0.830553577,0.116604274,0.025895357,0.02297425,0,1,0.883297735,1.0278756,0.054180958,0.019086569,0,1,0.954800681,1.947995692,0.04457083,0.014029204,0,1,0.954552054,2.813975591,0.138202317,0.032171418,0,0.341223751,0.61957505,0.017318409,0.003563118,0.000241684,0.01010931,0.007837478,0.0001312,0,1,2.827783709,4.156140193,3.833319574,5.031125378,2.197042454,2.169413711,3.697203499,NA,0.341223751,0.61957505,0.015433271,0.011994448,0.01177348,0,1,2.827783709,3.54525667,3.302073975,2.736624196,NA,0.697946987,0.302053013,0.184627496,0.388069518,0.199156934,0.167835931,0.046179296,0.010154662,0.00281022,0.000747399,0.000288994,9.97E-05,2.99E-05,0.694046518,0.188485573,0.075574706,0.031628579,0.007963544,0.001488935,0.000518871,0.000203037,9.02E-05,0,0,0.184627496,0.775012955,0.018356121,0.010981783,0.011021645,0,0.694046518,0.269384348,0.008820809,0.014302795,0.01344553,0,2.529117674,1.482823577,0.573520411,0.244045846,1.955597263,1.238777731,0.30620134,0.448642809,0.769689484,0.122678427,0.712775135,0.317207266,0.033541459,0.026802871,0.013111596,0.016135013,1.107696909,0.195411929,0.847900354,1.043365803,81123264,83408560,1.2495,76.6,79.7,73.1,0.863,0.942,15.7678299,11.41552557,0.944,39440.76337,0.836471113,15.32287025,10.72269508,27684.7301,0.885966369,16.19272041,12.32225712,51916.0525,NATIONAL
DE,DEU,Germany,EUROPE,Western Europe,2000,2000,0,1996,1990,DEU_2000_LFS,LFS,0.34906787,0.341389524,0.15013933,0.11663934,0.032386697,0.007590632,0.001841993,0.000553273,0.0002429,9.45E-05,5.40E-05,0.491528855,0.149026038,0.010377238,0.082505111,0.284200015,2.163747076,0.100546964,1.707670471,0.456076605,0.361759013,0.208291282,0.247785324,0.240718198,0.35302497,0.317191928,0.278783633,0.270633265,0.178158925,0.069159551,1,0.566742769,0.559333781,0.026389678,0.011280847,0,1,0.842980359,0.112002285,0.021144567,0.015536368,0,1,0.869519462,1.042156526,0.049433539,0.01881675,0,1,0.949139105,1.949163269,0.0401126,0.014283369,0,1,0.951126864,2.83194884,0.119179845,0.02666981,0,0.34906787,0.61803939,0.01460775,0.003427592,0.000263142,0.008541991,0.005957803,9.45E-05,0,1,2.774832884,4.136137386,3.823494161,5.442651399,2.177382071,2.146951636,3.169446147,NA,0.34906787,0.61803939,0.013453974,0.009695767,0.009742998,0,1,2.774832884,3.502827012,3.286499876,2.838778839,NA,0.695640996,0.304359004,0.203403558,0.406143578,0.179760151,0.153599204,0.043227525,0.010177496,0.002439477,0.000731843,0.000331769,0.000117095,6.83E-05,0.675508999,0.196273536,0.083757955,0.033809347,0.0080915,0.001793251,0.000502985,0.000153082,4.37E-05,4.37E-05,2.19E-05,0.203403558,0.762219338,0.016139577,0.008957758,0.009279769,0,0.675508999,0.294924224,0.007435432,0.011349968,0.010781376,0,2.44649141,1.517490929,0.535643916,0.274218069,1.910847495,1.24327286,0.335229125,0.422395557,0.751774498,0.14383543,0.655533003,0.339461455,0.028303139,0.022016286,0.010880771,0.012177759,1.093333593,0.204781699,0.817513902,1.038491161,81551680,83408560,1.38,78.1,81,74.9,0.889,0.942,16.08745909,12.41999728,0.943,42394.86412,0.861982486,15.80328321,11.52094016,30629.06702,0.913737017,16.35989785,13.59089751,54822.699,NATIONAL
DE,DEU,Germany,EUROPE,Western Europe,2005,2000,0,2001,2000,DEU_2005_LFS,LFS,0.36884908,0.349634603,0.137804176,0.105980908,0.029091288,0.006206987,0.001563073,0.000516494,0.000190287,9.06E-05,7.25E-05,0.48743878,0.135072196,0.008639945,0.074030781,0.314703311,2.117969816,0.091189622,1.693521895,0.424447922,0.397052106,0.192107198,0.232340723,0.250697894,0.302963971,0.344495438,0.269448914,0.269437094,0.174399791,0.082078793,1,0.550947034,0.518021515,0.023163829,0.025837437,0,1,0.841862506,0.118850403,0.020095106,0.0192237,0,1,0.868256789,1.03310832,0.044541858,0.054093033,0,1,0.957002482,1.941991172,0.037241789,0.063764557,0,1,0.963798962,2.836351175,0.107567549,0.092282315,0,0.36884908,0.59231874,0.01091433,0.012046992,0.000357921,0.00804643,0.007267159,0.000199348,0,1,2.742016878,4.168837605,3.795152574,5.671564169,2.199376638,2.177695384,3.270828133,NA,0.36884908,0.59231874,0.014570563,0.004390197,0.01987142,0,1,2.742016878,3.191478455,3.795153728,3.232552531,NA,0.68582088,0.31417912,0.229012238,0.416176293,0.163833894,0.140517137,0.038838921,0.00831736,0.002144686,0.000703725,0.000241277,0.000113936,0.000100532,0.6606164,0.210789798,0.083496476,0.033924376,0.008753776,0.001803893,0.000349592,0.000125853,8.39E-05,4.20E-05,1.40E-05,0.229012238,0.72861011,0.015930995,0.004155329,0.022291329,0,0.6606164,0.3079623,0.011732297,0.0048803,0.014808703,0,2.379136485,1.547835276,0.488363256,0.284927285,1.890773229,1.262907991,0.393844719,0.404053503,0.731688731,0.156389192,0.593981113,0.352209483,0.024415101,0.020432431,0.029051541,0.018804169,1.094891644,0.22035183,0.795881586,1.042556161,81212168,83408560,1.3408,79.3,82,76.4,0.914,0.942,16.33587456,13.70372963,0.958,44193.77053,0.892346204,16.10735512,13.20040035,32827.0886,0.931934556,16.55592918,14.24209023,56176.26723,NATIONAL
DE,DEU,Germany,EUROPE,Western Europe,2010,2010,0,2006,2000,DEU_2010_LFS,LFS,0.389607552,0.357005507,0.125906826,0.093785508,0.025959269,0.005593917,0.001179967,0.00052443,0.000305917,4.37E-05,8.74E-05,0.482912333,0.119744778,0.007735338,0.068350669,0.329472948,2.054627665,0.084617928,1.664679996,0.389947669,0.425162095,0.180791655,0.209156014,0.245696014,0.245395922,0.346121692,0.292111603,0.228293193,0.208852636,0.098208936,1,0.521558949,0.494751639,0.01916112,0.019155957,0,1,0.826274726,0.124088635,0.018613056,0.02617158,0,1,0.843199269,1.111400475,0.043392599,0.035946259,0,1,0.954741276,2.027855295,0.027431526,0.026235747,0,1,0.943721271,2.948505023,0.090998022,0.065012171,0,0.389607552,0.578489643,0.008521982,0.005375404,0.00034962,0.007560528,0.009964164,0.000131107,0,1,2.718124333,4.084130976,3.9878477,6.094882699,2.100397861,2.132857616,2.965316627,NA,0.389607552,0.578489643,0.009570842,0.006511669,0.015820295,0,1,2.718124333,3.173309302,3.077837373,2.841897121,NA,0.672312894,0.327687106,0.245123153,0.435599343,0.148702791,0.125582923,0.034679803,0.007422003,0.001510673,0.000722496,0.00045977,6.57E-05,0.000131363,0.676896957,0.200731357,0.080579862,0.030560272,0.008619564,0.001958992,0.000522398,0.000130599,0,0,0,0.245123153,0.720985222,0.011888342,0.005977011,0.016026273,0,0.676896957,0.29515476,0.004962779,0.007574768,0.015410735,0,2.307276806,1.536269538,0.445436331,0.276102045,1.861840474,1.260167493,0.441107514,0.392447014,0.703959164,0.147329952,0.562282171,0.356199812,0.021497969,0.014366628,0.019537501,0.018373146,1.088039796,0.213975653,0.773800678,1.04619184,81325088,83408560,1.3921,80.1,82.6,77.4,0.926,0.942,16.58429003,13.85177994,0.962,47554.22563,0.906604388,16.41142702,13.38274956,36982.60599,0.942696015,16.75196052,14.35093021,58575.29178,NATIONAL
DE,DEU,Germany,EUROPE,Western Europe,2015,2010,1,2011,2010,DEU_2015_LFS,LFS,0.40490616,0.352901881,0.120780994,0.089688355,0.024712602,0.005052448,0.001255713,0.000410115,0.000164892,7.19E-05,5.50E-05,0.473682875,0.114400957,0.007010008,0.070011289,0.324130408,2.001134461,0.086434839,1.639543591,0.36159087,0.424040853,0.17257145,0.189019421,0.234691874,0.248545529,0.290240013,0.312439626,0.23450468,0.214534545,0.104587323,1,0.503659905,0.451794546,0.021590047,0.024089963,0,1,0.827188747,0.117820298,0.019962611,0.035028344,0,1,0.836095487,1.074380898,0.046582255,0.042941359,0,1,0.946258182,1.969361246,0.042575457,0.041805115,0,1,0.953141112,2.865236213,0.104740589,0.076882086,0,0.40490616,0.558369518,0.008291089,0.006401177,0.000414343,0.008341825,0.013030666,0.000219855,2.54E-05,1,2.680718663,4.118964398,3.813048476,5.367114216,2.259990957,2.160538684,3.476998542,NA,0.40490616,0.558369518,0.009834305,0.006798608,0.020066041,2.54E-05,1,2.680718663,3.195830659,3.165870756,2.761775722,NA,0.66340964,0.33659036,0.276010661,0.424846675,0.14087917,0.116430659,0.032630126,0.006588961,0.001714671,0.000513759,0.000231192,9.63E-05,5.78E-05,0.653296866,0.214259195,0.082050394,0.038154052,0.009454977,0.002091481,0.000371269,0.000210386,3.71E-05,2.48E-05,4.95E-05,0.276010661,0.685258325,0.011058665,0.006768776,0.020871464,3.21E-05,0.653296866,0.313845849,0.007474877,0.006856096,0.018513935,1.24E-05,2.224196367,1.561486045,0.403814553,0.278369243,1.820381814,1.283116803,0.439384101,0.393799766,0.670714592,0.174400061,0.504770335,0.347380836,0.023226965,0.018363729,0.025484476,0.02134142,1.082572008,0.238545829,0.737809806,1.044570974,82073232,83408560,1.5059,80.6,83,78.1,0.938,0.942,16.78933907,14.08201981,0.969,52200.62642,0.921978518,16.72620964,13.69839954,42546.46026,0.951680742,16.85104942,14.48917961,62141.8898,NATIONAL
DK,DNK,Denmark,EUROPE,Northern Europe,2021,2020,1,2021,2020,DNK_2021_SILC,SILC,0.380296069,0.405308831,0.096605411,0.084609495,0.026927004,0.004849413,0.001276161,0.000127616,0,0,0,0.501914242,0.111536498,0.00625319,0.059341501,0.408371618,1.829299234,0.086874114,1.476124493,0.353174742,0.373321834,0.18535324,0.203450902,0.264086619,0.20728864,0.235546267,0.252436538,0.210585897,0.189342329,0.081208802,1,0.410401037,0.344331783,0.074566414,0,0,1,0.764548128,0.089919759,0.030944643,0,0,1,0.550020605,0.734473316,0.164746099,0,0,1,0.727699451,1.423867355,0.271855121,0,0,1,0.632640735,1.844527428,0.371632536,0,0,0.380296069,0.551556917,0.004466565,0,0,0.036753446,0,0,0.026927004,1,2.583342487,3.608317877,NA,NA,2.871418312,NA,NA,1,0.380296069,0.551556917,0.037774375,0.003445636,0,0.026927004,1,2.583342487,3.041101917,1.991244919,NA,1,0.483331345,0.516668655,0.325295023,0.387891226,0.077475629,0.076192919,0.025910723,0.004361211,0.000769625,0,0,0,0,0.379600887,0.358980044,0.092239468,0.077605322,0.022172949,0.002660754,0.000665188,0,0,0,0,0.325295023,0.515135967,0.038994356,0.004104669,0,0.014366342,0.379600887,0.507317073,0.03037694,0.002882483,0,0.013747228,1.913037976,1.894016581,0.362515489,0.378307603,1.550522488,1.515708978,0.344264779,0.40754318,0.429885186,0.404730808,0.326668546,0.372547792,0.099166162,0.058006714,0,0,1.033849806,0.485501467,0.516672682,1.030207511,5854246,5854246,1.7187,81.4,83.3,79.5,0.948,0.948,18.71479988,12.96049023,0.98,60364.78595,0.937319033,19.34136963,13.15695,49876.26463,0.956524411,18.10860062,12.76414967,70961.09155,NATIONAL
DO,DOM,Dominican Republic,LATIN-AMERICA,Caribbean,1981,1980,0,1981,1980,DOM_1981_IPUMS,IPUMS,0.085290529,0.112500472,0.127407445,0.132577711,0.128891852,0.113305574,0.092498711,0.092146478,0.037487578,0.029650409,0.048243242,0.239907916,0.261469563,0.413331991,0.451360497,0.161309801,5.093524171,0.717267496,2.645319862,2.448204309,0.183161635,1.393890223,1.310578748,0.904312653,0.554816916,0.387139457,0.267354522,0.157076091,0.07797734,0.040378221,1,0.658524049,2.569855077,0.707696212,0.157448833,0,1,0.490474212,0.246580782,0.185205707,0.077739299,0,1,0.635116049,0.920092088,0.341559788,0.103232074,0,1,0.703465577,1.671752353,0.478751351,0.146030719,0,1,0.748538347,2.449624146,0.635782251,0.166055256,0,0.085290529,0.512648912,0.255921905,0.048243242,0.035374184,0.044016454,0.012730681,0.005774093,0,1,4.933888926,6.771449977,5.806992199,7.795107987,3.20215331,2.675019701,4.695723415,NA,0.085290529,0.512648912,0.171411319,0.12852704,0.102122199,0,1,4.933888926,6.764476214,5.586161192,6.037345532,NA,0.782736221,0.217263779,0.076116373,0.098073329,0.118854308,0.129438108,0.12984084,0.118902635,0.098766029,0.100393067,0.041803596,0.033458986,0.054352729,0.117988172,0.163920308,0.157891715,0.143767583,0.12550956,0.093357065,0.070161337,0.06275478,0.02210484,0.016076247,0.026468393,0.076116373,0.554739352,0.139828597,0.127923835,0.101391842,0,0.117988172,0.362634208,0.283975426,0.130676925,0.104725268,0,5.307966571,4.320952535,2.580835187,1.970375041,2.727131383,2.350577494,0.169829598,0.231192965,0.830403755,0.039293029,2.71397406,2.050637614,0.606050904,1.073893769,0.157537852,0.157128124,1.492918001,0.710656872,1.234213383,1.639920622,5885248,11117873,4.1491,62.2,64.5,60,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
