C0,C1,C2,C3,C4,T1,T2,T3,T5,T10,S1,S2,HS01,HS02,HS03,HS04,HS05,HS06,HS07,HS08,HS09,HS10,HS11,HS12,HS13,HS14,HS15,HS16,HS17,HS18,HS19,HS20,HS21,HS22,HS23,HS24,HS25,HS26,HS27,HS28,HS29,HS30,HR01,HR02,HR03,HR04,HR05,HR06,HR07,HR08,HR09,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,HR25,HR26,HR27,HR28,HR29,HR30,HT01,HT02,HT03,HT04,HT05,HT06,HT07,HT08,HT09,HT10,HT11,HT12,HT13,HT14,HT15,HT16,HT17,HT18,HT20,HT21,HT22,HT23,HT24,HT25,HT26,HT27,HT28,HT29,HT30,HT31,HH01,HH02,HH03,HH04,HH05,HH06,HH07,HH08,HH09,HH10,HH11,HH12,HH13,HH14,HH15,HH16,HH17,HH18,HH19,HH20,HH21,HH22,HH23,HH24,HH25,HH26,HH27,HH28,HH29,HH30,HH31,HH32,HH33,HH34,HH35,HH36,HH37,HH38,HH39,HH40,HH41,HH42,HH43,HH44,HH45,HH46,HH47,HH48,HH49,HH50,HH51,HH52,HH53,HH54,HH55,HH56,P1,P2,P3,P4,P5,P6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,DB
TR,TUR,Turkey,ASIA,Western Asia,2013,2010,1,2011,2010,TUR_2013_DHS,DHS,0.073427166,0.20739359,0.195438358,0.225623198,0.133118535,0.071985755,0.03773105,0.021197219,0.01356622,0.008478888,0.01204002,0.402831948,0.358741733,0.164999152,0.25487536,0.240630829,3.718339737,0.307146642,2.577468474,1.140871263,0.292439777,0.614559972,0.65028563,0.591053234,0.572848733,0.448939807,0.407820029,0.237988307,0.126927792,0.067916232,1,0.806760299,1.559516413,0.318776236,0.033286789,0,1,0.7906789,0.115088768,0.071338554,0.022893778,0,1,0.855634658,0.965243915,0.127884971,0.051983751,0,1,0.932962487,1.895744183,0.146819329,0.026322911,0,1,0.916456584,2.66130392,0.379022496,0.047389801,0,0.073427166,0.717907411,0.169492963,0.002882822,0.0007631,0.020773275,0.013396642,0.001356622,0,1,3.591289636,5.963418186,4.255272362,6.441383468,2.67702816,3.069972464,4.728108176,NA,0.073427166,0.717907411,0.156350687,0.03391555,0.018399186,0,1,3.591289636,5.821076796,4.403450454,3.548539819,NA,0.850784471,0.149215529,0.031203418,0.204610951,0.199642254,0.244459903,0.143694723,0.075623571,0.041041439,0.022756633,0.015005466,0.009241777,0.012719865,0.319629415,0.224088014,0.170816445,0.11522872,0.071221772,0.050955414,0.018529241,0.012159815,0.005211349,0.004053272,0.008106543,0.031203418,0.773626155,0.149557786,0.030309053,0.015303587,0,0.319629415,0.393746381,0.195136074,0.055008686,0.036479444,0,3.885176123,2.759551161,1.227394509,0.642842474,2.657781614,2.116708687,0.265636509,0.445264379,0.921177604,0.152925725,1.643527081,1.077237471,0.293127759,0.462215265,0.02734368,0.067172702,1.398277947,0.613992685,1.259503667,1.502716002,76576120,84775408,2.1646,76.3,79.4,73.2,0.799,0.838,16.45841026,7.63214016,0.917,23937.16912,0.759665271,15.93498993,6.760290146,14308.79989,0.828421268,16.98419952,8.526129723,33488.6591,NATIONAL
TV,TUV,Tuvalu,OCEANIA,Polynesia,2019,2020,1,2016,2010,TUV_2019_MICS,MICS,0.071942446,0.096402878,0.10647482,0.123741007,0.120863309,0.11942446,0.092086331,0.067625899,0.051798561,0.041726619,0.107913669,0.202877698,0.244604317,0.48057554,0.470503597,0.320863309,6.04865126,0.741421945,3.916336784,2.132314477,0.382249459,1.431582336,0.863819111,1.119495358,0.805179129,0.474524839,0.690801507,0.465234788,0.147388959,0.050625234,1,0.679269416,1.966663576,2.233865519,0.168852749,0,1,0.496555917,0.265512713,0.210344294,0.027587077,0,1,0.687505847,0.828123538,0.484370615,0,0,1,0.685484087,1.384408338,0.908601526,0.021506049,0,1,0.766754215,1.922254378,1.18230869,0.128682717,0,0.071942446,0.256115108,0.545323741,0.007194245,0.063309353,0.046043165,0.002877698,0.007194245,0,1,3.725025834,7.185151319,5,11.59518907,4.22372783,2,9.086997395,NA,0.071942446,0.256115108,0.435971223,0.155395683,0.08057554,0,1,3.725025834,7.259241942,6.130501728,10.53225103,NA,0.819609831,0.180390169,0.063047285,0.084063047,0.101576182,0.11558669,0.134851138,0.133099825,0.099824869,0.07530648,0.043782837,0.038528897,0.11033275,0.112903226,0.153225806,0.129032258,0.161290323,0.056451613,0.056451613,0.056451613,0.032258065,0.088709677,0.056451613,0.096774194,0.063047285,0.267950963,0.436077058,0.157618214,0.07530648,0,0.112903226,0.201612903,0.435483871,0.14516129,0.10483871,0,6.162966563,5.529255187,2.184895402,1.893410974,3.978071161,3.635844214,0.367083266,0.451157651,0.794370871,0.156301424,2.018359756,1.731779951,2.188785049,2.438690409,0.161450886,0.202483404,2.145796068,1.481327201,1.832275093,2.154517013,10983,11229,3.1988,64.3,68.9,60.6,0.635,0.641,9.64264,10.45828538,NA,5693.627717,NA,9.75755,10.26199172,NA,NA,9.5324,10.65863103,NA,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,1988,1990,0,1986,1980,TZA_1988_IPUMS,IPUMS,0.124487729,0.12851683,0.131417783,0.127549846,0.114242299,0.099622416,0.078648064,0.060378966,0.043214993,0.036089239,0.055831837,0.259934613,0.241792144,0.373785514,0.524830778,0.177199889,5.077358766,0.848523441,2.434002872,2.643355894,0.216956735,1.632914177,1.225369493,0.81145526,0.523978347,0.334661253,0.236502524,0.164206381,0.092702224,0.055569105,1,0.582792495,2.162384836,1.094328619,0.234922085,0,1.002102607,0.438834445,0.226478786,0.276907076,0.070342978,0,0.998556851,0.534858381,0.869106432,0.51012359,0.101334485,0,1.002599354,0.589985943,1.555284273,0.745289462,0.1362397,0,0.997328264,0.635581189,2.264424317,0.942234249,0.168481097,0,0.124487729,0.389982502,0.289082286,0.037942626,0.047117466,0.082562048,0.017774094,0.010728922,0.000322328,1,4.569395934,6.9879077,6.443114808,9.608414393,3.556756049,4.58265619,6.079790635,2,0.124487729,0.389982502,0,0.371644334,0.113563107,0.000322328,1,4.569395934,NA,6.236327525,7.51751107,2,0.686161633,0.313838367,0.120937161,0.119549025,0.120513949,0.12039545,0.110661566,0.101672535,0.084574756,0.065834913,0.049041847,0.041237811,0.065580986,0.1317838,0.147940075,0.155063524,0.143533818,0.122457223,0.095615774,0.066424323,0.048689139,0.030660204,0.024601601,0.033230521,0.120937161,0.418489301,0,0.345967633,0.114351977,0.000253927,0.1317838,0.332855989,0,0.429279577,0.10560329,0.000477344,5.288653253,4.496293205,2.663212197,2.555009084,2.625441056,1.941284121,0.223496649,0.199139766,0.804330628,0.094594889,2.247294277,1.952477764,1.014770483,1.246498464,0.219690472,0.199159964,1.441189409,0.463743077,1.184251647,1.477541044,24844152,63588332,6.3709,51.8,54.1,49.8,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,1991,1990,0,1991,1990,TZA_1991-92_DHS,DHS,0.079029546,0.097285611,0.119024742,0.132596685,0.134758588,0.110497238,0.099327408,0.071342782,0.047321643,0.030987269,0.077828489,0.216310353,0.267355273,0.437304828,0.575666587,0.193850589,5.525315283,0.949454897,2.633627805,2.891687478,0.219595203,1.768847138,1.351464151,0.817077275,0.54029617,0.377478715,0.328302855,0.209054583,0.092982863,0.039811531,1,0.763452076,2.550473406,1.14043539,0.070472755,0,1,0.537778139,0.153945963,0.311013911,0.014376557,0,1,0.687770238,0.842948565,0.430539411,0.04169007,0,1,0.765956518,1.57176905,0.649080993,0.03343713,0,1,0.818171715,2.297624343,0.847202675,0.056959028,0,0.079029546,0.44367043,0.37256786,0.016094163,0.022820082,0.060052847,0.002642325,0.002882537,0.000240211,1,4.928895459,7.384715058,5.839111427,9.896610901,3.442252516,2.831996256,5.38491485,2,0.079029546,0.44367043,0.260148931,0.172471775,0.044439106,0.000240211,1,4.928895459,7.488318049,5.830134979,7.906189412,2,0.813628047,0.186371953,0.065968123,0.084858323,0.110242031,0.128394333,0.136953955,0.114079103,0.10581464,0.078512397,0.052095632,0.034238489,0.088842975,0.138980807,0.151555261,0.160158835,0.149569821,0.124420913,0.094639312,0.069490404,0.039046989,0.026472535,0.017207148,0.028457975,0.065968123,0.47594451,0.233028335,0.179456907,0.045454545,0.00014758,0.138980807,0.297154203,0.381866314,0.141628061,0.039708802,0.000661813,5.817347837,4.138361981,3.043621755,2.15418902,2.773726081,1.984172961,0.215567796,0.231645796,0.914991752,0.080027529,2.734660399,1.676134127,1.095586378,1.316604209,0.071782666,0.064437728,1.438517866,0.439917448,1.335128795,1.544255513,26890906,63588332,6.1353,51.3,53.4,49.3,0.371,0.549,5.644489765,3.419726739,0.862,1332.109001,0.343358358,5.545470238,2.391150379,1112.903639,0.398515369,5.742239952,4.577679227,1556.460346,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,1996,2000,0,1996,1990,TZA_1996_DHS,DHS,0.086972892,0.115712851,0.135416667,0.138177711,0.139056225,0.118850402,0.09688755,0.061621486,0.03689759,0.022213855,0.048192771,0.251129518,0.277233936,0.384663655,0.540662651,0.186495984,5.048502013,0.846806252,2.422977414,2.625524599,0.217120015,1.637660713,1.17362631,0.759990792,0.53249399,0.350978069,0.267586148,0.199527213,0.090024674,0.036614103,1,0.727372472,2.329829488,0.945803319,0.044795567,0,1,0.573020049,0.178894295,0.226727702,0.022572911,0,1,0.67227201,0.847620388,0.457701787,0.024668027,0,1,0.730960773,1.590422519,0.646737818,0.030376866,0,1,0.799662375,2.463435851,0.710003543,0.03622854,0,0.086972892,0.486445783,0.329568273,0.013177711,0.017319277,0.06061747,0.003263052,0.002635542,0,1,4.692025689,6.784896623,5.911331059,8.758642342,3.309377865,2.307907412,4.499948309,NA,0.086972892,0.486445783,0.237198795,0.152986948,0.036395582,0,1,4.692025689,6.653101664,5.604508222,6.860494468,NA,0.782335666,0.217664334,0.071093876,0.105348198,0.126353207,0.13265471,0.140571983,0.1278074,0.105671352,0.069316529,0.041202133,0.025529165,0.054451446,0.141888072,0.152063313,0.167326173,0.158281515,0.133408705,0.086489542,0.066704353,0.034482759,0.022046354,0.010740531,0.026568683,0.071093876,0.53385038,0.202294393,0.157052836,0.035708515,0,0.141888072,0.320520068,0.360090447,0.138496326,0.039005088,0,5.294168967,4.141902032,2.740276197,2.196545961,2.55389277,1.945356071,0.208485699,0.248153733,0.904754586,0.086139612,2.489706314,1.739872068,0.85610398,1.263591008,0.04285717,0.05176261,1.327209667,0.424758829,1.225676262,1.520597242,31140730,63588332,5.8481,50.7,52.4,49.1,0.372,0.549,5.43682003,3.871004902,0.868,1305.859912,0.345335703,5.352419853,2.973231036,1095.568138,0.39800181,5.520430088,4.850836698,1520.419534,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,1999,2000,0,1996,1990,TZA_1999_DHS,DHS,0.084923928,0.097648686,0.129737206,0.142185339,0.131950207,0.125587828,0.087413555,0.06417704,0.040387275,0.027662517,0.068326418,0.227385892,0.274135546,0.413554633,0.548547718,0.174827109,5.208725899,0.875602688,2.504536918,2.704188981,0.213317441,1.69550273,1.190203075,0.819227886,0.551850873,0.342440388,0.278358862,0.213678693,0.084843939,0.032619453,1,0.71792408,2.315351637,1.120951923,0.054136212,0,1,0.493410706,0.205397211,0.265848485,0.035343598,0,1,0.677187832,0.837359922,0.437117739,0.045641037,0,1,0.779153166,1.64211781,0.563291696,0.015437329,0,1,0.784812806,2.405635248,0.781927698,0.027624248,0,0.084923928,0.435131397,0.364038728,0.017150761,0.022130014,0.069156293,0.004426003,0.003042877,0,1,4.568530905,7.22932166,5.995563627,9.159923889,3.502540143,2.842274246,4.206565458,NA,0.084923928,0.435131397,0.256431535,0.176763485,0.046749654,0,1,4.568530905,7.342819233,5.415923145,6.992763643,NA,0.768958808,0.231041192,0.071326165,0.08781362,0.12078853,0.136917563,0.140860215,0.133333333,0.09390681,0.068100358,0.045519713,0.029032258,0.072401434,0.130909091,0.130909091,0.16,0.16,0.101818182,0.099393939,0.065454545,0.050909091,0.023030303,0.023030303,0.054545455,0.071326165,0.483154122,0.214695341,0.184946237,0.045878136,0,0.130909091,0.272727273,0.397575758,0.149090909,0.04969697,0,5.474190586,4.325197694,2.840218365,2.251451562,2.633972221,2.073746132,0.210098712,0.22403012,0.904692914,0.096313973,2.501312638,1.696430186,1.016531045,1.468488886,0.051183163,0.063964649,1.364206291,0.493271163,1.26976593,1.580474969,33499776,63588332,5.7341,51.7,53,50.5,0.39,0.549,6.065797769,4.137332999,0.879,1371.267934,0.364598866,5.975983216,3.411177434,1150.781127,0.414960816,6.154884742,4.96633281,1596.856176,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,2002,2000,0,2001,2000,TZA_2002_IPUMS,IPUMS,0.12550024,0.1353564,0.150609435,0.146516042,0.127901393,0.134727526,0.054426125,0.043197878,0.027052985,0.01799721,0.036714766,0.285965835,0.274417435,0.31411649,0.501566466,0.155560383,4.644546921,0.780085701,2.281509117,2.363037804,0.190060689,1.468356413,1.075312013,0.788990309,0.521398833,0.311677214,0.206636939,0.142725827,0.084733754,0.044715617,1,0.566545671,2.058666141,0.740071205,0.279263904,0,1,0.443175585,0.271451588,0.209599427,0.073520276,0,1,0.562279736,0.955338463,0.348954164,0.128965319,0,1,0.61170508,1.671064141,0.517104581,0.193459516,0,1,0.656465027,2.401326911,0.67369318,0.259561693,0,0.12550024,0.445310892,0.194413318,0.081147522,0.059891605,0.060646253,0.02030689,0.012783279,0,1,4.313698185,6.250331096,5.991161199,8.822251332,3.211290418,2.994169969,5.323473387,NA,0.12550024,0.445310892,0.106085207,0.148974365,0.174129296,0,1,4.313698185,5.96404675,5.256955891,6.663239796,NA,0.673892321,0.326107679,0.122261704,0.122848173,0.14058026,0.140787249,0.128954359,0.142425915,0.059854417,0.04872874,0.030599924,0.020215959,0.042743299,0.131868132,0.15995116,0.17032967,0.157780491,0.125830959,0.119590286,0.043752544,0.032322616,0.020078687,0.013634514,0.024860942,0.122261704,0.463552627,0.088832925,0.141408217,0.183944527,0,0.131868132,0.409442409,0.14000814,0.163851581,0.154829738,0,4.829337344,4.262682724,2.360243607,2.368811933,2.469093737,1.893870791,0.188846624,0.19256952,0.793655428,0.097229765,2.071283565,2.03259259,0.674630596,0.875302377,0.289767755,0.257557992,1.360750973,0.458290607,1.108342763,1.435580184,36353528,63588332,5.6233,53.9,55.1,52.6,0.416,0.549,6.945979265,4.296390057,0.889,1508.033819,0.39088523,6.843047802,3.60890007,1269.220487,0.439884584,7.048081691,5.048830032,1752.34311,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,2004,2000,0,2001,2000,TZA_2004-05_DHS,DHS,0.071905496,0.103954802,0.143194658,0.150898819,0.14422188,0.118644068,0.089368259,0.064304058,0.045608629,0.023523369,0.044375963,0.247149461,0.295120699,0.385824345,0.573908577,0.184180791,5.042765624,0.89516204,2.430205715,2.612559909,0.212640053,1.632455005,1.165799543,0.79187989,0.550092,0.348412115,0.255099566,0.157756179,0.0969699,0.044301426,1,0.707359901,2.313399912,0.918195193,0.10368036,0,1,0.539313888,0.200707552,0.223891428,0.036087133,0,1,0.676222185,0.894296765,0.393515816,0.038281676,0,1,0.752019078,1.67284645,0.500403821,0.074730652,0,1,0.800048233,2.515332745,0.607986239,0.076632784,0,0.071905496,0.501284027,0.294607088,0.035336415,0.03174114,0.05577812,0.005649718,0.003697997,0,1,4.520849029,6.919610936,5.908111831,9.774631413,3.247961487,2.50957201,4.338814644,NA,0.071905496,0.501284027,0.21540832,0.134976888,0.07642527,0,1,4.520849029,6.784260672,5.569233963,7.286082864,NA,0.755231508,0.244768492,0.055420054,0.088211382,0.133739837,0.148644986,0.151355014,0.125338753,0.096341463,0.072357724,0.051626016,0.026287263,0.050677507,0.123619371,0.15335599,0.172472387,0.158028887,0.121920136,0.097706032,0.067544605,0.039082413,0.026762957,0.014868309,0.024638912,0.055420054,0.550406504,0.17100271,0.141734417,0.081436314,0,0.123619371,0.347068819,0.354715378,0.113848768,0.060747664,0,5.332809908,4.145905013,2.736616797,2.228495926,2.596193111,1.917409087,0.202290228,0.244574368,0.906397206,0.092588006,2.479939668,1.79825533,0.832411492,1.182880216,0.114061543,0.071649293,1.366430962,0.47825641,1.229762149,1.439152677,38360884,63588332,5.6069,55.6,56.7,54.4,0.436,0.549,7.532766929,4.526994038,0.894,1624.165451,0.411701353,7.42109086,3.862196064,1371.431002,0.460479878,7.643546325,5.25607605,1883.235659,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,2007,2010,0,2006,2000,TZA_2007-08_DHS,DHS,0.066611745,0.096857714,0.124514535,0.141461692,0.147934565,0.125456043,0.103330587,0.069200894,0.045545487,0.029539838,0.049546899,0.221372249,0.289396258,0.422619748,0.579145581,0.196539955,5.190742994,0.917032794,2.462237667,2.728505326,0.235071677,1.705094021,1.201944875,0.741451606,0.587779806,0.364426211,0.264102213,0.16613342,0.105987312,0.053823528,1,0.712184687,2.363019571,1.006568945,0.108969791,0,1,0.51822004,0.205372399,0.228662097,0.047745464,0,1,0.641026446,0.872839711,0.430771812,0.055362031,0,1,0.72426378,1.642199823,0.580783771,0.052752626,0,1,0.794925302,2.347422138,0.75244723,0.10520533,0,0.066611745,0.478286454,0.31352242,0.038837237,0.036601153,0.057078969,0.005413675,0.003648346,0,1,4.577166335,7.015784803,5.859257323,8.578907691,3.278751382,2.114998394,4.32922771,NA,0.066611745,0.478286454,0.237377898,0.133223491,0.084500412,0,1,4.577166335,6.685948675,6.002090023,6.75142815,NA,0.755729396,0.244270604,0.053610164,0.080570189,0.109699411,0.138518748,0.14967462,0.13572978,0.114192749,0.076076852,0.053300279,0.034397273,0.054229935,0.107737512,0.148383937,0.171400588,0.150832517,0.142507346,0.092556317,0.069049951,0.047502449,0.021057786,0.014201763,0.034769833,0.053610164,0.528509452,0.188875116,0.136659436,0.092345832,0,0.107737512,0.319784525,0.39079334,0.121939275,0.059745348,0,5.467425351,4.331673284,2.85824084,2.327126938,2.609184512,2.004546346,0.219878316,0.28207721,0.917162235,0.078020951,2.556011404,1.764405402,0.879577471,1.397925685,0.114674241,0.091321247,1.360567988,0.498685654,1.248616523,1.505860692,41716500,63588332,5.485,57.5,58.9,56.2,0.465,0.549,8.412948425,4.872900009,0.905,1825.824479,0.441175475,8.288155446,4.242140055,1537.58849,0.48772903,8.536743274,5.566945076,2122.135972,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,2010,2010,0,2006,2000,TZA_2010_DHS,DHS,0.071599293,0.092382833,0.132183311,0.154006027,0.145796529,0.12231113,0.097163047,0.066507326,0.040527902,0.029512626,0.048009976,0.224566144,0.299802556,0.404032007,0.563441754,0.199625896,5.105972791,0.865771614,2.426354244,2.679618547,0.224151524,1.658110687,1.207567701,0.711464815,0.573494961,0.37482643,0.259332377,0.170042811,0.104772105,0.046360905,1,0.699998594,2.358351234,0.945658162,0.10162836,0,1,0.472519623,0.209662418,0.268500776,0.047815779,0,1,0.672395944,0.876471344,0.422709433,0.02842328,0,1,0.749699733,1.672861103,0.536248936,0.041190229,0,1,0.791988624,2.432544372,0.716365818,0.058859937,0,0.071599293,0.489660189,0.311129585,0.030136132,0.035020264,0.055180297,0.004364543,0.002805778,0.000103918,1,4.644617706,6.803745192,6.058436838,9.201195276,3.163648942,2.312798278,5.443037347,2,0.071599293,0.489660189,0.232775642,0.133534241,0.072326717,0.000103918,1,4.644617706,6.627618003,5.51467298,7.289731048,2,0.756098198,0.243901802,0.058461117,0.072562979,0.122124863,0.153751369,0.152656079,0.127190581,0.105010953,0.075711939,0.046276013,0.032447974,0.053806134,0.112979733,0.154808107,0.163863734,0.154808107,0.124191462,0.106942648,0.072445019,0.037516171,0.022423458,0.020267357,0.029754204,0.058461117,0.542305586,0.180038335,0.138554217,0.080640745,0,0.112979733,0.323846486,0.398878827,0.117723157,0.046140578,0.00043122,5.356466604,4.329439291,2.78274499,2.359925469,2.573721614,1.969513822,0.207455807,0.275908426,0.894423636,0.097278882,2.537305414,1.803591362,0.812873558,1.357291855,0.111614644,0.070670771,1.36352709,0.509258914,1.210007327,1.460254908,45110532,63588332,5.2929,60.1,61.9,58.4,0.493,0.549,9.293129921,5.218805981,0.921,1971.979768,0.472983254,9.155220032,4.622084045,1692.398143,0.513688918,9.429940224,5.877814102,2261.122808,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,2012,2010,0,2011,2010,TZA_2012_IPUMS,IPUMS,0.106689067,0.124969403,0.148356661,0.148990854,0.131533857,0.109081199,0.07850642,0.081855404,0.019081421,0.014719954,0.036215759,0.273326064,0.280524711,0.339460157,0.508945459,0.154832106,4.66531359,0.760742273,2.320013568,2.345300022,0.183261411,1.455810321,1.078044219,0.756969209,0.552311618,0.35087709,0.206951429,0.133550132,0.080872537,0.049927033,1,0.575800277,2.016414532,0.827898512,0.245200268,0,1,0.421016445,0.270153746,0.232596471,0.069419345,0,1,0.567564815,0.961531718,0.374443229,0.10527717,0,1,0.615463001,1.672823749,0.56632074,0.155242038,0,1,0.682587148,2.351126472,0.744092907,0.22711546,0,0.106689067,0.454861034,0.230067425,0.061327577,0.05985892,0.062918623,0.014575313,0.009702041,0,1,4.307588569,6.275497058,5.829273695,8.826211173,3.21541424,2.931994166,5.221392117,NA,0.106689067,0.454861034,0.150715414,0.142270634,0.145463851,0,1,4.307588569,5.988916944,5.221939473,6.714007682,NA,0.683148477,0.316851523,0.092551495,0.107675363,0.138498463,0.144021962,0.136821686,0.118771679,0.088819845,0.092058326,0.022439217,0.016685572,0.041656392,0.136296347,0.161187042,0.169001962,0.15939684,0.120459944,0.088787138,0.05690777,0.060488174,0.012049437,0.010603505,0.02482184,0.092551495,0.49885749,0.114957834,0.141523237,0.152109944,0,0.136296347,0.362722484,0.22559989,0.143835852,0.131545426,0,4.904528165,4.149554439,2.401656457,2.223792595,2.502871708,1.925761844,0.177754817,0.195133915,0.805006448,0.08161977,2.13605887,1.758455075,0.707145693,1.088247914,0.256317154,0.22123168,1.384871472,0.472568786,1.118000235,1.453193058,47786136,63588332,5.0985,62,64.2,59.9,0.504,0.549,8.987349892,5.449409962,0.945,2099.059624,0.490492016,8.902687836,4.875380039,1949.380364,0.518904092,9.072064018,6.08506012,2253.960108,NATIONAL
TZ,TZA,Tanzania,AFRICA,Eastern Africa,2015,2010,1,2011,2010,TZA_2015-16_DHS,DHS,0.081907188,0.102523283,0.134840404,0.147417018,0.143198281,0.117647059,0.087956698,0.066942609,0.041789382,0.026028815,0.049749264,0.237363687,0.290615299,0.390113826,0.556714161,0.18172411,5.028342085,0.837679294,2.436267592,2.592074494,0.215421836,1.611318615,1.175248752,0.720813145,0.550239585,0.390124658,0.267776227,0.164823219,0.094895375,0.053102509,1,0.692757203,2.230665897,0.896393283,0.208324763,0,1,0.500989019,0.216358731,0.226878841,0.055773408,0,1,0.680857782,0.875695123,0.373945118,0.069501977,0,1,0.750934822,1.635222667,0.518697338,0.095145173,0,1,0.793103208,2.351605375,0.654112287,0.20117913,0,0.081907188,0.470588235,0.259571758,0.067420202,0.055559978,0.052774019,0.00740269,0.004775929,0,1,4.483657709,6.79730597,5.920992764,8.815508543,3.326474449,2.414930415,5.479441561,NA,0.081907188,0.470588235,0.220727533,0.091618244,0.1351588,0,1,4.483657709,6.546585796,5.376753046,6.881933236,NA,0.755177821,0.244822179,0.065894737,0.083052632,0.127263158,0.147473684,0.148842105,0.127157895,0.095157895,0.074631579,0.045789474,0.028842105,0.055894737,0.131570356,0.162912178,0.158341495,0.147241267,0.125693764,0.088148874,0.065621939,0.043095005,0.029382958,0.017303297,0.030688867,0.065894737,0.525578947,0.167368421,0.091263158,0.149894737,0,0.131570356,0.300032648,0.386222658,0.092719556,0.089454783,0,5.269750363,4.283694773,2.703171348,2.249385442,2.566579015,2.034309331,0.194200889,0.28087991,0.886496813,0.095148535,2.4230955,1.637098071,0.728075701,1.415585235,0.231816267,0.135862933,1.355090508,0.513777263,1.211488508,1.520532068,52542824,63588332,5.0876,64.7,67,62.4,0.52,0.549,8.528679848,5.827563254,0.936,2310.042875,0.502566259,8.523889542,5.29984709,1943.116643,0.537000221,8.53524971,6.418798851,2688.628497,NATIONAL
UG,UGA,Uganda,AFRICA,Eastern Africa,1991,1990,0,1991,1990,UGA_1991_IPUMS,IPUMS,0.127623142,0.13154383,0.141274696,0.134141877,0.120289564,0.099552427,0.076524286,0.05561001,0.038344808,0.029759444,0.045335916,0.272818526,0.254431441,0.345126891,0.550384393,0.135984128,4.759402892,0.906024928,2.193176598,2.566226294,0.160515656,1.629101986,1.141520859,0.787991244,0.467778625,0.288759388,0.199414057,0.135305378,0.07163297,0.037898385,1,0.582535336,2.053031585,0.973933665,0.14709567,0,0.999387716,0.444517992,0.237698475,0.261660282,0.055196551,0,1.000411762,0.558000233,0.87156897,0.493252535,0.078118323,0,0.999803585,0.620631803,1.549152959,0.723700794,0.104771258,0,0.999187712,0.678443327,2.256865662,0.936276434,0.125074156,0,0.127623142,0.414825399,0.285454481,0.034211552,0.036549794,0.078685388,0.013946787,0.008408224,0.000295233,1,4.437914774,6.649055129,6.259241379,9.147959677,3.430268737,2.979851723,5.849447321,2.758064516,0.127623142,0.414825399,0.021764546,0.342375323,0.093116357,0.000295233,1,4.437914774,6.997720942,5.882378987,6.884262849,2.758064516,0.709949384,0.290050616,0.121675042,0.121507538,0.132043551,0.128643216,0.119932998,0.102345059,0.081825796,0.061256281,0.043500838,0.034036851,0.053232831,0.141923324,0.155397818,0.163338146,0.147297081,0.121190247,0.092837664,0.063923645,0.042067693,0.026066731,0.019489894,0.026467757,0.121675042,0.451976549,0.026716918,0.30839196,0.090988275,0.000251256,0.141923324,0.325994546,0.00994546,0.423484119,0.098251524,0.000401027,4.980544669,4.211197915,2.606406065,2.462938827,2.374138604,1.748259087,0.155032784,0.173875321,0.81027608,0.024126513,2.167257958,1.771347493,0.860634879,1.24754681,0.139779953,0.1648544,1.318530936,0.369736533,1.055607668,1.378522554,18171944,45853780,6.9827,46.3,48.8,43.9,0.331,0.525,5.697579861,3.2509799,0.795,916.1925994,0.28835398,4.690119982,2.198050022,687.563427,0.362779213,6.193529844,4.390669823,1156.394883,NATIONAL
